Source,Primary ID,Title,Alternative title,Contributor,Abstract,Date,Genre,Topical subject,Name subject,Geographic subject,Title subject,Temporal subject,Language,Type of resource,Place of publication,Publisher,Form,Extent,Notes,Link,Image
LoC,ca10003542/,"Proceedings of the first anniversary of the American Equal Rights Association, held at the Church of the Puritans, New York, May 9 and 10, 1867",,"American Equal Rights Association|Parkhurst, Henry M. (Henry Martyn) 1825-1908|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This report contains addresses by Elizabeth Cady Stanton, Samuel J. May, C.C. Burleigh, Frances D. Gage, Lucretia Mott, Parker Pillsbury, Ernestine Rose, Henry Ward Beecher, Sojourner Truth, and Charles Lenox Redmond. Some speeches discuss the relationship of woman suffrage to black manhood suffrage and the reasons for enfranchising women. It also includes the constitution of the Equal Rights Association and correspondence from various individuals.",1867,,Women's rights|Women|Suffrage|Women|Suffrage,,United States,,,,text,nyu|New York,"Robert J. Johnston, Printer",print,80 p. ; 23 cm.,statement of responsibility: phonographic report by H.M. Parkhurst.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/ca10003542/,http://cdn.loc.gov/service/rbc/rbnawsa/n3542/001.gif
LoC,93838354/,"National Council of Women of the United States, report of its Tenth Annual Executive and its Third Triennial Sessions",Report of its Tenth Annual Executive and its Third Triennial Sessions,"National Council of Women of the United States Executive Session (10th : 1898 : Omaha, Neb.)|Sewall, May Wright 1844-1920|Catt, Carrie Chapman 1859-1947|National Council of Women of the United States Meeting (3rd : 1898 : Omaha, Neb.)|National American Woman Suffrage Association Collection (Library of Congress)","The National Council of Women of the United States was founded in 1888 by Susan B. Anthony at the suggestion of Elizabeth Cady Stanton. It was an organization composed of national organizations and affiliated associations all pledged to working for issues concerning women, among them, the right to vote. The organization met triennially at first, later biennially.",1899]|1899,conference publication,Women|Political activity|Women|Suffrage,,United States|United States,,,,text,inu|Indianapolis,Hollenbeck Press,print,309 p. ; 24 cm.,"statement of responsibility: edited by May Wright Sewall.|general: Includes index.|general: LC copy has bookplate: library, Carrie Chapman Catt|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838354/,http://cdn.loc.gov/service/rbc/rbnawsa/n8354/001.gif
LoC,93838353/,"Program of the 5th Triennial Meeting of the National Council of Women of the United States: to be held at the Pythian Temple ... Washington, D.C., April 9 to 15, 1905",,"National Council of Women of the United States Meeting (5th : 1905 : Pythian Temple, Washington, D.C.)|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","The National Council of Women of the United States was founded in 1888 by Susan B. Anthony at the suggestion of Elizabeth Cady Stanton. It was an organization composed of national organizations and affiliated associations all pledged to working for issues concerning women, among them, the right to vote. The organization met triennially at first, later biennially.",1905]|1905,conference publication,Women|Political activity|Women|Suffrage,,United States|United States,,,,text,"dcu|Washington, D.C",National Council of Women of the United States,print,[10] p. ; 24 cm.,"general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838353/,http://cdn.loc.gov/service/rbc/rbnawsa/n8353/001.gif
LoC,93838355/,"Biennial of the proceedings of the National Council of Women, Washington, January 1916, and the Executive Meeting, New York, June 1916: with report of the International Congress of Women, San Francisco, Cal., November, 1915",Proceedings of the National Council of Women,"National Council of Women of the United States Meeting (1916 : Washington, D.C.)|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","The National Council of Women of the United States was founded in 1888 by Susan B. Anthony at the suggestion of Elizabeth Cady Stanton. It was an organization composed of national organizations and affiliated associations all pledged to working for issues concerning women, among them, the right to vote. The organization met triennially at first, later biennially.",1916]|1916,conference publication,Women|Political activity|Women|Suffrage,,United States|United States,,,,text,"dcu|Washington, D.C",National Council of Women,print,"97 p. : ill., 4 ports. ; 23 cm.","general: Account of Executive Meeting not included in text.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838355/,http://cdn.loc.gov/service/rbc/rbnawsa/n8355/001.gif
LoC,93838356/,"Biennial report of the National Council of Women of the United States: report of its Biennial Meeting, held at Washington, D.C., December 8, 9, 10, 11, and 12, 1917",,"National Council of Women of the United States Meeting (1917 : Washington, D.C.)|Bower, Emma E.|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","The National Council of Women of the United States was founded in 1888 by Susan B. Anthony at the suggestion of Elizabeth Cady Stanton. It was an organization composed of national organizations and affiliated associations all pledged to working for issues concerning women, among them, the right to vote. The organization met triennially at first, later biennially.",[1917]|1917,conference publication,Women|Political activity|Women|Suffrage,,United States|United States,,,,text,"miu|Port Huron, Mich",Emma E. Bower,print,"78, [2] p., [4] leaves of plates : 4 ports. ; 24 cm.","statement of responsibility: edited and published by Emma E. Bower, M.D., treasurer.|general: Includes index.|general: LC copy has bookplate: library, Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838356/,http://cdn.loc.gov/service/rbc/rbnawsa/n8356/001.gif
LoC,93838286/,"The proceedings of the Woman's Rights Convention, held at Worcester, October 23d & 24th, 1850",,"Woman's Rights Convention (1850 : Worcester, Mass.)|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet includes addresses by Paulina Wright Davis, Abby Price, and Harriet K. Hunt.",1851,conference publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,mau|Boston,Published by Prentiss & Sawyer,print,84 p. ; 21 cm.,"general: LC copy formerly owned by Lucy Stone.|general: Includes tipped-in typed table of contents.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838286/,http://cdn.loc.gov/service/rbc/rbnawsa/n8286/001.gif
LoC,93838294/,The women's vote in Kansas,,"Adams, F. G. (Franklin George) 1824-1899|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",This is a tabulation of votes cast by women in Kansas following the passage of municipal suffrage legislation in April 1887. It suggests that women exercised their franchise in a responsible and intelligent manner.,1888]|1888,,Women|Suffrage|Voting|Statistics,,Kansas|Kansas,,,,text,xxu|United States,American Woman Suffrage Association,print,4 p. ; 23 cm.,"general: Caption title.|general: By F.G. Adams.|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838294/,http://cdn.loc.gov/service/rbc/rbnawsa/n8294/001.gif
LoC,93838287/,"The proceedings of the Woman's Rights Convention, held at Worcester, October 15th and 16th, 1851",,"Woman's Rights Convention (1851 : Worcester, Mass.)|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet includes addresses by Ernestine Rose, Wendell Phillips, and Abby Price, as well as correspondence from Harriet Martineau of England and from Jeanne Deroin Pauline Roland of France.",1852,conference publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,nyu|New York,Published for the Committee by Fowlers and Wells,print,112 p. ; 21 cm.,"general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838287/,http://cdn.loc.gov/service/rbc/rbnawsa/n8287/001.gif
LoC,93838288/,"Proceedings of the National Women's Rights Convention held at Cleveland, Ohio, on Wednesday, Thursday, and Friday, October 5th, 6th, and 7th, 1853",,"National Woman's Rights Convention (1853 : Cleveland, Ohio)|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet addresses a variety of different problems facing women in the nineteenth century, including equal access to education and employment, reform of laws governing marriage and divorce, and concerns about prostitution and temperance. One issue discussed at this convention was women's right to vote.",1854,conference publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,ohu|Cleveland,"Gray, Beardsley, Spear, & Co.",print,188 p. ; 21 cm.,"statement of responsibility: phonographically reported by T.C. Leland, of New York City.|general: ""Published for the Committee.""|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838288/,http://cdn.loc.gov/service/rbc/rbnawsa/n8288/001.gif
LoC,93838289/,"Proceedings of the Woman's Rights Convention held at the Broadway Tabernacle, in the city of New York, on Tuesday and Wednesday, Sept. 6th and 7th, 1853",,"Woman's Rights Convention (1853 : New York, N.Y.)|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet contains addresses by William Lloyd Garrison, Sojourner Truth, Lucy Stone, and C.C. Burleigh.",1853,conference publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,nyu|New York,"Published for the Committee|Fowlers and Wells, Publishers",print,96 p. ; 21 cm.,"general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838289/,http://cdn.loc.gov/service/rbc/rbnawsa/n8289/001.gif
LoC,93838290/,"Proceedings of the Ninth National Woman's Rights Convention held in New York City, Thursday, May 12, 1859: with a phonographic report of the speech of Wendell Phillips",,"National Woman's Rights Convention (1859 : New York, N.Y.)|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",This pamphlet contains a speech by Wendell Phillips advocating for women's enfranchisement.,1859,conference publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,"nyu|Rochester, N.Y",Steam Press of A. Strong & Co.,print,20 p. ; 21 cm.,"statement of responsibility: by J.M.W. Yerrinton.|general: ""Published for the Convention.""|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838290/,http://cdn.loc.gov/service/rbc/rbnawsa/n8290/001.gif
LoC,93838291/,Constitution of the American Woman Suffrage Association and the history of its formation: with the times and places in which the association has held meetings up to 1880,,"American Woman Suffrage Association|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",,1881,,History,National American Woman Suffrage Association|National American Woman Suffrage Association,,,19th century,,text,mau|Boston,Press of George H. Ellis,print,8 p. ; 19 cm.,"general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838291/,http://cdn.loc.gov/service/rbc/rbnawsa/n8291/001.gif
LoC,tmp80018697/,An appeal to the women of the United States,,"National Woman Suffrage and Educational Committee|Stone, Lucy 1818-1893|Susan B. Anthony Collection (Library of Congress)|National American Woman Suffrage Association Collection (Library of Congress)",The appeal argues that women were already enfranchised by the Fourteenth and Fifteenth Amendments.,1871,,,,,,,,text,ctu|Hartford,"Case, Lockwood & Brainard, Printers",print,4 p. ; 23 cm.,"statement of responsibility: by the National Woman Suffrage and Educational Committee, Washington, D.C. ...|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/tmp80018697/,http://cdn.loc.gov/service/rbc/rbnawsa/n8697/001.gif
LoC,93838295/,"Senate, no. 343, Commonwealth of Massachusetts, in Senate, May 24, 1869",Suffrage to women,"Massachusetts General Court. Joint Special Committee on Woman's Suffrage.|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",This pamphlet contains the action concerning a proposal submitted in 1869 to amend the Massachusetts state constitution to enfranchise women.,1869]|1869,government publication,Women|Suffrage|Women's rights,,Massachusetts|Massachusetts,,,,text,mau|Boston,"Commonwealth of Massachusetts, Massachusetts Senate",print,32 p. ; 23 cm.,"general: Caption title.|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838295/,http://cdn.loc.gov/service/rbc/rbnawsa/n8295/001.gif
LoC,93838297/,Uncivil liberty: an essay to show the injustice and impolicy of ruling woman against her consent,,"Heywood, Ezra H. (Ezra Hervey) 1829-1893|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",,1871,,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,"mau|Princeton, Mass",Coöperative Publishing Company,print,23 p. ; 23 cm.,"statement of responsibility: by E.H. Heywood ...|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838297/,http://cdn.loc.gov/service/rbc/rbnawsa/n8297/001.gif
LoC,93838311/,The true woman: a series of discourses : to which is added Woman vs. ballot,,"Fulton, Justin D. (Justin Dewey) 1828-1901|Stone, Lucy 1818-1893|Fulton, Justin D. (Justin Dewey) 1828-1901|National American Woman Suffrage Association Collection (Library of Congress)","Justin D. Fulton was pastor of the Union Temple Baptist Church in Boston, Massachusetts. His pamphlet employs traditional arguments from scripture as evidence for why women should not be enfranchised.",1869,,Women|Religious aspects|Christianity|Women|Social and moral questions|Husband and wife|Women's rights|Women|Suffrage,,,,,,text,mau|Boston,Lee and Shepard,print,"xii, 213, 48 p. ; 17 cm.","statement of responsibility: by J.D. Fulton.|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838311/,http://cdn.loc.gov/service/rbc/rbnawsa/n8311/001.gif
LoC,93838312/,"That terrible question, or, A few thoughts on love and marriage",Terrible question|Few thoughts on love and marriage|Love and marriage,"Hull, Moses 1835-1907|Hull, Moses 1835-1907|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",This pamphlet by an abolitionist argues that women are enslaved by marriage.,1868,,Marriage|Women|Crimes against,,,,,,text,ilu|Chicago,"Hazlitt & Reed, Printers",print,"24, 12 p. ; 18 cm.","statement of responsibility: by Moses Hull.|general: Includes author's The social evil (p. 1-12 at end).|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838312/,http://cdn.loc.gov/service/rbc/rbnawsa/n8312/001.gif
LoC,93838319/,"Enfranchisement of women: reprinted from the Westminster and foreign quarterly review, for July, 1851",Westminster and foreign quarterly review,"Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)","This was reprinted from ""Westminster and Foreign Quarterly Review,"" July 1851, and was intended for a European audience.",1852]|1852,,Feminism|Women's rights,,United States|United States,,,,text,nyu|Syracuse,Lathrop's Print,print,24 p. ; 21 cm.,"general: Caption title.|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838319/,http://cdn.loc.gov/service/rbc/rbnawsa/n8319/001.gif
LoC,93838320/,"Convention ... no. 97, Commonwealth of Massachusetts, in Convention, July 1, 1853",,"Massachusetts Constitutional Convention Committee on Qualifications of Voters. (1853).|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",Report of the Committee recommending suffrage for women in Massachusetts.,1853]|1853,government publication,Women|Suffrage,Massachusetts.,Massachusetts,Constitution,,,text,mau|Boston,The Convention,print,3 p. ; 21 cm.,"general: Caption title.|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC|general: With: The Whole World's Temperance Convention, held at Metropolitan Hall in the city of New York ... Sept. 1st and 2d, 1853 ... New York : Fowlers and Wells, 1853. DLC",https://www.loc.gov/item/93838320/,http://cdn.loc.gov/service/rbc/rbnawsa/n8320/001.gif
LoC,93838317/,"The proceedings of the Woman's Rights Convention, held at Akron, Ohio, May 28 and 29, 1851",,"Woman's Rights Convention (1851 : Akron, Ohio)|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This state conference included reports on education, labor, and common law, as well as letters from Elizabeth Cady Stanton and Amelia Bloomer.",1851,conference publication,"Women's rights|Women|Legal status, laws, etc",,United States|United States,,,,text,ohu|Cincinnati,Ben Franklin Book and Job Office,print,52 p. ; 21 cm.,"general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838317/,http://cdn.loc.gov/service/rbc/rbnawsa/n8317/001.gif
LoC,93838318/,"Review of Horace Mann's two lectures: delivered in New-York, February 17th and 29th, 1852",,"Rose, Ernestine L. (Ernestine Louise) 1810-1892|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)","This is a scathing attack on two lectures delivered by educator Horace Mann, entitled ""Hints to a young woman."" Among her other accomplishments, Ernestine Rose worked for passage of the Married Women's Property Act in New York. This act was passed in 1860.",1852]|1852,,Women's rights|Clothing and dress|Social aspects,,,,,,text,nyu|New York,s.n.,print,15 p. ; 21 cm.,"statement of responsibility: by Ernestine L. Rose.|general: Caption title.|general: LC copy formerly owned by Lucy Stone.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838318/,http://cdn.loc.gov/service/rbc/rbnawsa/n8318/001.gif
LoC,93838345/,"Handbook of the National American Woman Suffrage Association: and proceedings of the Convention held at Cleveland, Ohio, April 13, 1921",,"National American Woman Suffrage Association|Shuler, Nettie Rogers 1865-1939|National American Woman Suffrage Association Convention (52nd : 1921 : Cleveland, Ohio)|National American Woman Suffrage Association Collection (Library of Congress)","This is NAWSA's final report. With the ratification of the Nineteenth Amendment in 1920, its work came to a close and the association was reorganized as the League of Women Voters.",[1921]|1921,conference publication,"Women|Suffrage|Women|Legal status, laws, etc",National American Woman Suffrage Association,United States|United States,,,,text,nyu|New York City,National American Woman Suffrage Association,print,36 p. ; 23 cm.,"statement of responsibility: edited by Nettie Rogers Shuler.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838345/,http://cdn.loc.gov/service/rbc/rbnawsa/n8345/001.gif
LoC,93838348/,"Woman suffrage: Mr. Caswell, from the Committee on the Judiciary, submitted the following report to accompany H. Res. 60",,"United States Congress. House. Committee on the Judiciary.|Caswell, Lucien B. (Lucien Bonaparte) 1827-1919|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)",,1890,,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office],print,4 p. ; 23 cm.,"general: Caption title.|general: ""May 29th, 1890, referred to the House Calendar and ordered to be printed.""|general: LC copy is [no. 10] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838348/,http://cdn.loc.gov/service/rbc/rbnawsa/n8348/001.gif
LoC,93838350/,"Mr. Warren, from the Select Committee on Woman Suffrage, submitted the following report to accompany S.R. 129",,"United States Congress. Senate. Committee on Woman Suffrage.|Warren, Francis E. (Francis Emroy) 1844-1929|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)",,1893,government publication,Women|Suffrage|Women|Suffrage,,United States|Wyoming,,,,text,dcu|Washington,Government Printing Office],print,4 p. ; 23 cm.,"general: Caption title.|general: ""Calendar no. 1174.""|general: LC copy is [no. 11] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838350/,http://cdn.loc.gov/service/rbc/rbnawsa/n8350/001.gif
LoC,93838349/,"Hearing before the Committee on Woman Suffrage, February 21, 1894",,"United States Congress. Senate. Committee on Woman Suffrage.|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)",,1894,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office],print,"30, [1] p. ; 23 cm.","general: Caption title.|general: At head of title: ""In the Senate of the United States.""|general: This pamphlet contains brief remarks by Ida Hulton, Alice Stone Blackwell, and Anna Shaw.|general: LC copy is [no. 13] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|general: Includes index.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838349/,http://cdn.loc.gov/service/rbc/rbnawsa/n8349/001.gif
LoC,93838343/,"Report of hearing before the Committee on Woman Suffrage, January 28, 1896",,"United States Congress. Senate. Committee on Woman Suffrage.|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1896,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,23 p. ; 23 cm.,"general: LC copy is [no. 14] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838343/,http://cdn.loc.gov/service/rbc/rbnawsa/n8343/001.gif
LoC,93838339/,Congressional reports in favor of an amendment to the national constitution prohibiting the disfranchisement of United States citizens on account of sex,,National American Woman Suffrage Association|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress),,[1899?]|1899,,Women|Suffrage,,United States,,,,text,nyu|New York City,National American Woman Suffrage Association,print,12 p. ; 23 cm.,"general: Caption title.|general: LC copy is [no. 22] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838339/,http://cdn.loc.gov/service/rbc/rbnawsa/n8339/001.gif
LoC,93838359/,"Mr. Wadleigh, from the Committee on Privileges and Elections, submitted the following report to accompany bill S. Res. 12",,"United States Congress. Senate. Committee on Privileges and Elections.|Wadleigh, Bainbridge 1831-1891|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)",,1878,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office],print,2 p. ; 23 cm.,"general: Caption title.|general: At head of title: ""In the Senate of the United States, June 14, 1878 ...""|general: LC copy is [no. 3] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838359/,http://cdn.loc.gov/service/rbc/rbnawsa/n8359/001.gif
LoC,93838360/,"Woman suffrage in the U.S. Senate, 1879: argument for a sixteenth amendment",,"United States Congress. Senate. Committee on Privileges and Elections.|Hoar, George Frisbie 1826-1904|Mitchell, John H. (John Hipple) 1835-1905|Cameron, Angus 1826-1897|Shaw, Anna Howard 1847-1919|National American Woman Suffrage Association Collection (Library of Congress)",,1879]|1879,government publication,Women|Suffrage,,United States,,,,text,"dcu|Washington, D.C.?",Government Printing Office,print,6 p. ; 23 cm.,"general: Caption title.|general: Signed: Geo. F. Hoar, John H. Mitchell, Angus Cameron.--p. 6.|general: LC copy is [no. 4] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838360/,http://cdn.loc.gov/service/rbc/rbnawsa/n8360/001.gif
LoC,93838338/,"Congressional action in the first session of the 48th Congress, 1883, 1884",,"United States Congress (48th, 1st session : 1883-1884)|Anthony, Susan B. (Susan Brownell) 1820-1906|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1884]|1884,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,70 p. ; 23 cm.,"general: Caption title.|general: LC copy is [no. 5] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838338/,http://cdn.loc.gov/service/rbc/rbnawsa/n8338/001.gif
LoC,93838342/,"Universal suffrage: speech of Hon. Thomas W. Palmer of Michigan in the Senate of the United States, Friday, February 6, 1885",,"Palmer, Thomas W. (Thomas Witherell) 1830-1913|United States Congress Senate. (48th, 2nd session : 1884-1885).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1885]|1885,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,8 p. ; 23 cm.,"general: Caption title.|general: LC copy is [no. 6] in a vol. with binder's title: Senator Sumner's 1869 and reports and hearings to 1902. Binding: inscribed by Susan B. Anthony. From the library of Anna H. Shaw. NAWSA bookplate.|additional physical form: Also available in digital form on the Library of Congress Web site.|acquisition: Gift; National American Woman Suffrage Association; Nov. 1, 1938. DLC",https://www.loc.gov/item/93838342/,http://cdn.loc.gov/service/rbc/rbnawsa/n8342/001.gif
